Datum export;20211201 09:13;;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO2;uur;µg/m³;20211025 09:00;20211025 10:00;22.81;17.34;7.57;23.72;14.55;15.64;34.64;19.85;29.11;33.47;37.71;26.2;17.61;12.39;10.52;29.16;25.22;17.08;26.71;26.98;36.94;28.35;29.94;28.92;31.53;16.65;23.01;32.57;36.17;34.77;27.47;19.04;18.57;18.75;25.48;29.81;14.78;11.66;16.61;16.49;9.99;25.71;16.11
NO2;uur;µg/m³;20211025 10:00;20211025 11:00;11.31;19.44;9.39;16.4;11.87;14.75;27.3;18.7;29.63;37.4;37.21;24.91;16.56;12.84;10.37;21.15;30.07;16.28;28.07;20.88;27.36;21.76;27.27;26.27;29.93;16.04;20.81;33.55;32.71;33.12;26.78;20.6;20.59;19;24.43;29.65;12.68;12.85;17.72;14.02;10.16;32.89;15.67
NO2;uur;µg/m³;20211025 11:00;20211025 12:00;12.04;19.4;8.61;14.75;8.05;14.87;26.02;16.19;26.29;30.29;26.2;12.31;13.85;13.52;10.7;23.26;30.08;18.04;26.52;18.22;29.6;19.52;28.97;22.85;29.03;16.07;15.83;33.3;33.01;34.97;24.81;23.3;21.53;17.88;23.35;28.25;16.19;14.17;17.84;12.64;11.18;25.87;15.95
NO2;uur;µg/m³;20211025 12:00;20211025 13:00;12.97;16.73;8.27;17.15;9.24;12.87;24.48;18.27;22.17;31.35;24.36;12.63;12.08;14.54;9.61;23.36;32.15;21.24;19.68;16.92;28.33;20.8;29.18;20.78;24.84;18.82;17.23;34.88;34.14;29.09;25.85;22.78;19.32;15.4;22.83;26.21;14.63;14.81;17.45;13.21;11.24;24.73;14.92
NO2;uur;µg/m³;20211025 13:00;20211025 14:00;12.45;11.56;9.37;15.53;8.36;12.03;23.01;16.99;21.75;31.6;21.59;11.38;10.98;14.65;9.63;27.57;31.79;23.28;24.01;15.1;32.03;22.47;32.08;19.81;22.82;19.38;17.71;37.88;38.89;31.35;29.04;23.84;17.48;14.87;21.08;23.5;12.98;14.53;18.37;13.55;12.74;25.99;15.27
NO2;uur;µg/m³;20211025 14:00;20211025 15:00;12.95;9.36;9.88;18.48;10.04;11.27;19.83;17.86;22.46;26.97;20.65;18.2;10.97;13.56;9.54;29.72;36.28;25.3;27.02;20.65;32.57;27.33;33.24;17.6;30.99;22.06;18.07;38.94;40.33;35.63;29.62;22.38;17.91;16.37;20.54;23.74;13.12;15.36;19.67;13.06;14.62;29.34;17.1
NO2;uur;µg/m³;20211025 15:00;20211025 16:00;13.71;10.33;8.33;22.12;11.62;13.14;21.62;21.29;26.95;35.05;21.67;11.55;13.49;12.3;9.36;29.58;33.48;24.77;32.17;24.21;30.66;26.7;25.76;26;25.89;25.54;17.4;40.6;44.04;36.68;33.23;22.54;15.78;18.13;25.3;24.97;14.19;17.08;20.59;15.8;16.75;24.28;17.23
NO2;uur;µg/m³;20211025 16:00;20211025 17:00;12.31;13.94;6.96;16.43;11.61;12.91;30.23;21.29;31.63;34.58;21.75;12.63;16.67;13.39;10.78;31.87;27.63;17.93;27.84;22.43;34.91;27.99;28.44;30.23;27.89;36.06;20.64;43.89;51.69;36.23;37.82;25.1;16.42;18.11;26.26;26.12;15.27;20.08;22.63;15.91;17.6;30.79;19
NO2;uur;µg/m³;20211025 17:00;20211025 18:00;8.75;20.47;6.28;13.47;10.68;14.65;29.91;19.63;27.32;32.87;23.03;25.19;18.62;12.28;15.17;32.87;29.8;17.93;34.68;22.84;35.95;31.43;31.56;30.27;29.22;29.22;22.11;43.87;47.83;40.76;37.53;25.44;19.15;19.48;29.95;28.51;17.39;20.27;20.07;16.54;17.15;31.14;18.39
NO2;uur;µg/m³;20211025 18:00;20211025 19:00;8.46;15.44;6.57;14.87;11.48;17.44;28.96;19.33;30.02;26.59;21.4;26.66;17.26;17.24;15.96;32.01;26.12;19.7;25.71;21.69;37.1;32.42;30.08;22.58;27.26;22.99;23.59;36.95;38.57;35.77;32.68;24.74;19.39;17.59;27.8;31.76;18.4;18.98;20.35;17.05;16.29;26.27;18.18
NO2;uur;µg/m³;20211025 19:00;20211025 20:00;11.5;13.19;7.21;13.47;13.07;17.01;29.03;17.19;18.22;21.12;19.72;21.45;12.88;19.93;14.71;32;23.92;19.08;22.83;20.72;35.55;28.32;29.47;22.51;27.9;17.94;17.88;29.74;33.59;30.09;27.76;23.24;13.28;15.8;24.22;26.29;14.86;17.2;26.78;19.54;16.5;27.39;19.05
NO2;uur;µg/m³;20211025 20:00;20211025 21:00;12.03;10.33;5.98;8.88;9.4;12.57;29.6;14.77;15.85;17.95;17.41;21.05;10.75;15.87;15.31;30.01;26.97;18.38;23.69;21.42;38.3;29.72;36.03;23.58;26.22;16.82;14.77;23.56;25.4;25.55;21.19;17.32;11.15;13.71;20.32;25.42;12.15;14.92;23.89;15.55;17.48;25.52;18.81
NO2;uur;µg/m³;20211025 21:00;20211025 22:00;11.92;8.79;6.97;6.84;8.34;11.59;29.72;12.84;13.28;18.23;17.12;22.64;10.11;21;14.73;31.03;28.54;17.55;22.26;22.93;34.57;24.62;30.9;25.26;25.11;16.22;16.07;23.59;22.48;24.74;19.82;15.34;10.06;9.6;15.94;20.91;11.72;14.68;16.42;13.87;15.91;22.36;18.46
NO2;uur;µg/m³;20211025 22:00;20211025 23:00;10.94;8.64;5.77;5.6;7.67;11.14;27.19;12.74;12.02;18.68;16.8;15.74;9.62;17.66;12.71;28.19;32.1;19.94;23.8;24.85;27.35;19.92;24.46;22.56;26.06;14.14;16.05;19.1;20.52;24.42;18.62;16.23;9.29;10.94;11.98;18.35;11.51;12.48;15.43;11.19;14.56;19.42;16.66
NO2;uur;µg/m³;20211025 23:00;20211026 00:00;9.8;7.99;4.33;4.49;5.77;11.29;29.89;13.52;13.61;17.28;16.68;15.89;10.52;14.64;10.87;24.82;36.75;20.81;23.87;20.06;25.28;20.46;21.66;17.58;21.74;13.49;15.27;18.59;19.31;19.75;17.53;16.85;8.7;11.84;10.17;17.51;9.58;10.51;13.78;8.92;12.63;16.59;14.35
NO2;uur;µg/m³;20211026 00:00;20211026 01:00;8.14;8.1;3.78;3.74;5.44;;27.28;12.54;12.02;18.1;18.73;15.72;10.29;13.58;;22.42;32.72;17.12;21.5;15.64;22.13;25.22;24.83;11.17;15.73;11.1;16.68;17.54;18.56;18.01;17.27;;7.31;12.29;10.47;16.12;7.89;11.33;15.53;8.62;4.65;11.16;9.88
NO2;uur;µg/m³;20211026 01:00;20211026 02:00;8.42;7.55;3.59;3.6;5.26;12.56;27.68;11.47;11.5;17.66;17.37;14.68;9.52;10.86;7.33;25.16;34.23;15.14;18.15;12.83;23.79;22.63;31.44;8.62;14.2;11.15;16.09;16.87;17.49;16.2;16.67;17.49;6.95;11.42;10.76;16.82;6.91;9.98;14.32;7.11;3.64;7.6;6.91
NO2;uur;µg/m³;20211026 02:00;20211026 03:00;7.76;7.91;3.57;3.29;4.89;13.63;22.6;10.55;10.66;17.8;21.22;13.34;9.42;8.96;5.06;27.53;39.11;13.47;15.7;4.9;25.87;25.24;31.08;12.84;14.17;10.81;15.12;13.38;14.08;15.5;13.2;13.95;7.32;11.39;10.97;16.23;7.78;8.9;9.34;6.31;7.14;10.23;9.53
NO2;uur;µg/m³;20211026 03:00;20211026 04:00;9;8.34;4.49;4.15;4.88;13.55;16.08;11.3;12.01;19.6;25.17;9.98;9.38;11.97;5.42;35.95;37.31;10.81;17.48;3.61;43.67;29.76;46.88;14.42;12.63;11.26;11.29;12.35;13.92;15.9;12.57;14.25;7.85;11.55;11.58;16.48;8.44;8.64;10.68;6;9.76;11.68;10.77
NO2;uur;µg/m³;20211026 04:00;20211026 05:00;10.87;9.1;3.99;6.53;5.84;13.2;20.43;11.55;15.14;24.27;28.89;13.5;11.93;13.68;5.36;20.57;38.23;11.43;16.58;3.1;52.68;32.93;40.65;22.64;15.61;10.86;11.42;14.86;17.47;24.6;13.95;15.88;7.7;12.24;13.89;16.85;8.64;9.29;8.96;5.94;8.56;13.59;10.52
NO2;uur;µg/m³;20211026 05:00;20211026 06:00;14.88;10.53;6.48;11.98;8.32;14.26;34.43;13.14;20.27;29.84;35.22;16.1;12.89;20.93;7.57;54.83;31.6;17.68;28.05;4.41;60.24;28.7;41.39;21.73;23.68;12.49;13.8;21.68;26.9;35.45;18.53;17.01;8.82;12.08;16.93;18.79;10.08;10.08;10.96;6.48;7.74;21.8;10.92
NO2;uur;µg/m³;20211026 06:00;20211026 07:00;14.1;11.88;14.5;19.06;13.44;16.89;42.95;20.43;25.12;43.83;39.51;18.56;15.07;20.16;10.64;55.06;41.54;21.73;38.58;28.9;55.04;37.29;44.56;43.48;37.59;16.5;15.41;29.84;33.26;33.11;21.97;26.55;11.64;13.98;20.86;19.93;11.99;11.15;13.35;9.25;8.33;30.93;13.31
NO2;uur;µg/m³;20211026 07:00;20211026 08:00;18.87;13.53;14.49;21.55;13.33;16.99;36.7;18.4;26.67;42.8;38.19;27.65;17.7;17.62;16.33;53.37;38.07;22.61;39.97;49.76;57.8;44.6;47.88;27.66;46.24;21.54;21.77;37.69;37.11;34.95;30.4;29.07;12.53;18.13;26.76;21.64;14.03;12.26;15.22;9.72;13.78;31.91;15.1
NO2;uur;µg/m³;20211026 08:00;20211026 09:00;16.05;12.2;14.68;17.71;12.49;16.17;36.71;20.13;28.57;39.03;33.83;35.04;16.05;16.39;18.64;47.92;33.71;21.59;35.33;42.02;54.28;37.06;40.81;28.53;41.71;17.64;20.47;36.34;37.95;36.07;29.43;23.6;11.72;22.01;22.46;21.55;13.5;13.85;19.78;8.56;12.2;29.03;16.73
NO2;uur;µg/m³;20211026 09:00;20211026 10:00;14.24;11.38;12.32;14.24;10.75;18.11;33.62;19.78;27.6;35.46;30.07;29.45;14.84;18.76;17.01;37.37;30.98;20.81;36.52;35.89;46.88;29.03;36.14;34.92;39;18.13;22.08;35.7;37.62;37.39;30.91;29.76;10.38;20.05;19.01;20.14;11.66;13.53;19.72;8.02;10.97;21.97;12.29
NO2;uur;µg/m³;20211026 10:00;20211026 11:00;15.08;9.82;10.16;11.91;6.73;17.92;27.67;18.59;22.73;31.06;29.69;27.58;12.52;18.3;15.66;32.37;32.55;20.61;35.63;29.89;38.98;30.63;37.62;28.73;33.71;19.46;21.19;37.76;39.47;37.63;32.55;29.17;14.37;18.16;19.2;18.82;11.32;10.62;18.99;8.12;9.16;25.45;10.86
NO2;uur;µg/m³;20211026 11:00;20211026 12:00;10.13;8.45;8.85;12.87;7.06;13.88;20.71;16.58;19.44;27.8;23.92;11.84;10.84;14.25;11.96;31.06;27.89;16.83;27.64;22.94;28.35;20.44;28.47;27.75;29.32;21.87;18;34.95;39.81;37.7;31.43;28.6;8.51;12.49;18.64;18.89;11.47;10.88;20.54;8.95;10.46;21.12;11.71
NO2;uur;µg/m³;20211026 12:00;20211026 13:00;8.98;7.43;7.7;13.39;8.05;11.77;15.75;11.52;17.66;25.1;19.54;11.94;8.53;6.95;6.94;16.41;31.27;16.08;17.87;18.68;21.31;18.15;25.71;22.7;29.44;19.2;14.43;38.45;37.09;28.69;29.78;20.73;8.65;15.58;16.99;16.68;9.83;14.55;23;9.37;11.37;27.65;12.16
NO2;uur;µg/m³;20211026 13:00;20211026 14:00;6.75;5.79;5.62;9.9;6.04;;12;12.54;18.63;24.68;19.03;9.52;8.72;4.58;5.24;13.42;25;9.94;15.1;12.21;25.26;17.34;23.61;21.02;22.75;19.77;15.77;27.87;33.1;25.12;21.16;12.68;10.05;13.57;14.83;14.88;9.57;13.06;21.71;10.62;14.86;29.13;13.95
NO2;uur;µg/m³;20211026 14:00;20211026 15:00;8.14;6.35;6.49;14.08;6.57;;14.79;15.05;24.44;26.06;15.66;7.18;9.72;4.09;5.55;11.88;21;11.75;12.67;5.17;24.94;14.79;19.49;20.07;19.15;18.48;10.98;19.97;24.24;25.3;14.9;10.17;8.21;13.54;17.56;15.9;10.52;14.44;21.44;10.56;14.3;28.57;16.2
NO2;uur;µg/m³;20211026 15:00;20211026 16:00;10.82;8.6;8.15;17.04;7.64;;16.86;13.63;21.77;25.61;17.7;13.98;8.6;7.47;5.98;16.35;18.95;9.06;14.37;6.06;27.88;16.66;21.38;5.49;15.36;14.63;5.84;20.49;21.58;20.31;12.38;8.91;8.43;12.6;25.7;17.77;11.05;15.66;18.55;12.72;14.04;27.21;18.62
NO2;uur;µg/m³;20211026 16:00;20211026 17:00;10.27;9.3;9.57;20.55;11.59;8.76;17.5;14.44;24.86;33.43;20.68;13.5;11.52;12.97;7.43;22.31;34.82;12.47;19.31;9.43;31.4;20.86;28.42;7.58;16.69;11.69;7.12;19.74;26.23;17.83;12.63;11.89;10.83;10.53;27.96;19.54;12.22;15.12;11.89;13.58;17.03;30;20.51
NO2;uur;µg/m³;20211026 17:00;20211026 18:00;14.5;9.51;13.67;17.94;13.12;9.64;19.97;17.55;27.21;30.64;22.32;11.07;12.72;12.29;8.02;22.27;34.7;16.61;27.63;12.97;27.41;19.06;21.32;8.23;16.08;11.72;12.48;28.98;32.29;25.4;20.13;20.22;11.59;14.97;22.01;20.75;12.25;12.78;8.17;12.61;12.38;27.62;20.1
NO2;uur;µg/m³;20211026 18:00;20211026 19:00;15.09;9.47;15.2;15.38;14.15;10.79;15.92;15.77;24.28;24.12;17.78;10.69;12.73;10.84;11.2;17.26;35.23;15.41;22.88;15.43;22.53;18.57;23.8;11.93;16.85;11.57;14.28;26.22;26.77;27.76;19.54;17.89;10.94;16.32;19.94;19.25;12.74;10.02;9.41;10.15;6.83;22.42;12.47
NO2;uur;µg/m³;20211026 19:00;20211026 20:00;13.23;10.53;10.09;9.71;10.17;10.71;14.63;15.28;18.77;20.46;17.51;9.26;12.43;11.33;9.96;17.16;31.34;13.8;22.6;12.06;18.74;17.92;18.43;10.96;13.59;13.73;15.3;22.69;25.79;22.67;19.69;17.04;10.22;12.42;18.01;17.61;12.58;11.32;11.87;9.55;7.69;20.03;12.25
NO2;uur;µg/m³;20211026 20:00;20211026 21:00;12.44;11.01;9.44;7.2;8.58;13.09;18.85;16.06;18.62;16.28;14.95;9.16;13.16;11.91;10;16.1;31.81;10.41;17.65;14.82;16.24;16.91;19.34;6.79;13.26;15.84;12.27;19.46;21.89;17.79;17.25;13.45;9.45;11.19;15;16.58;10.14;13.01;15.62;11.22;8.54;17.36;11.43
NO2;uur;µg/m³;20211026 21:00;20211026 22:00;9.17;11.45;6.5;6.38;7.15;13.56;19.14;15.85;17.27;17;15.93;8.81;12.57;10.93;10.02;17.9;29.39;11.82;17.19;15.91;17.9;20.01;18.86;6.59;13.32;14.1;11.75;14.79;19.11;16.73;13.38;10.94;8.63;10.97;14.17;16.83;9.28;12.85;15.09;9.72;9.65;17.48;11.49
NO2;uur;µg/m³;20211026 22:00;20211026 23:00;8.56;9.78;4.33;5.75;6.07;11.45;18.09;13.2;14.26;16.3;14.41;9.34;10.62;11.84;9.29;15.11;27.96;11.11;16.73;14.57;17.47;18.26;19.94;10.04;13.65;11.26;11.29;12.94;15.14;13.42;12.19;10.61;8.49;10.49;13.82;16.72;8.58;11.11;13.03;7.75;8.95;15.87;11.32
NO2;uur;µg/m³;20211026 23:00;20211027 00:00;8.68;8.39;4.41;4.7;6.15;8.32;15.53;11.58;12.49;12.6;13.37;8.72;9.25;9.39;7;12.2;31.86;9.55;16.35;14.76;14.57;15.78;14.49;9.45;11.4;9.39;10.51;11.9;12.41;12.24;11.79;10.25;9.47;10.68;11.61;15.28;8.3;10.26;11.35;7.11;7.96;11.55;10.28
NO2;uur;µg/m³;20211027 00:00;20211027 01:00;8.06;7.02;5.3;3.88;5.06;6.44;18.65;8.44;9.28;10.46;13.23;7.65;7.71;7.26;4.6;11.54;21.87;11.43;9.55;12.17;10.94;13.34;17.96;6.09;9.46;9.18;8.98;11.26;13.18;10.07;11.22;9.09;8.65;9.03;9.77;15.47;8.22;8.45;10.28;6.45;7.95;9.8;8.3
NO2;uur;µg/m³;20211027 01:00;20211027 02:00;8.12;6.37;4.52;3.73;5.47;5.99;18.11;6.65;8.03;10.11;12.32;5.61;7.16;8.39;5.11;11.36;23.98;6.53;11.49;9.58;11.01;12.87;11.97;6.22;7.53;8;9.33;7.93;9.66;9.13;8.31;7.54;7.49;7.81;8.2;15.03;7.68;7.36;9.77;6.17;7.5;8.59;8.01
NO2;uur;µg/m³;20211027 02:00;20211027 03:00;10;6.18;4.58;3.76;5.99;5.45;14.52;8.23;9.2;11.05;13.36;5.98;7.66;8.73;5.14;10.1;21.68;7.93;7.12;13.04;10.6;13.66;15.16;5.14;8.93;6.56;7.62;6.9;8.71;8.08;7.4;7.45;6.53;7.02;6.93;14.46;6.81;7.07;8.74;6.15;7.45;9.23;6.77
NO2;uur;µg/m³;20211027 03:00;20211027 04:00;8.5;6.38;3.6;3.42;5.68;5.67;14.13;9.26;10.73;10.11;14.19;6.26;8.25;6.92;4.34;14.66;26.73;8.34;10.09;11.24;11.86;15.46;15.04;2.37;9.19;5.4;8.91;6.56;6.99;8.75;6.44;6.83;6.07;6.55;6.7;14.5;5.76;5.5;6.29;5.52;6.29;7.64;6.26
NO2;uur;µg/m³;20211027 04:00;20211027 05:00;9.29;6.46;3.82;4.68;4.78;6.21;22;9.98;13.69;14.52;14.37;6.25;9.47;10.05;4.75;19.01;21.77;9.65;7.33;13.36;15.53;18.15;20.42;2.88;9.18;5.43;9.92;8.2;10.81;15.58;8.12;8.36;6.14;8.04;8.04;15.45;5.53;4.71;5.27;4.7;5;7.82;5.36
NO2;uur;µg/m³;20211027 05:00;20211027 06:00;9.65;8;4.25;6.61;6;8.41;22.03;15.05;23.94;23.15;21.01;7.76;13.63;10.12;8.07;16.6;35.37;10.94;10.99;13.22;18.22;22.55;20.77;4.29;13.18;6.97;11.02;14.86;16;26.74;11.1;8.29;6.75;9.32;10.86;17.75;6.39;5.25;5.95;4.24;3.01;11.99;5.27
NO2;uur;µg/m³;20211027 06:00;20211027 07:00;9.9;10.8;5.72;10.32;7.02;11.24;23.28;23.53;35.23;29.96;27.51;9.6;20.92;11.79;7.35;21.74;37.88;13.24;20.44;13.56;25.62;27.59;23.88;7.72;16.14;9.54;13.21;19.98;22.73;26.96;13.24;10.72;7.58;12.6;15.2;20.45;8.04;6.73;6.78;4.19;2.86;24.37;7.53
NO2;uur;µg/m³;20211027 07:00;20211027 08:00;9.29;12.53;5.82;12.58;10.13;14.79;25.77;21.42;39;29.63;31.95;11.26;19.34;9.97;8.81;20.13;36;14.53;23.7;16.04;24.6;23.6;22.7;11.52;23.78;10.9;13.56;27.79;26.13;25.2;18.52;17.73;8.32;13.82;18.33;23.52;8.84;9.19;8.49;5.13;5.3;24.75;8.96
NO2;uur;µg/m³;20211027 08:00;20211027 09:00;10.52;12.83;5.64;11.59;10.41;12.98;24.51;17.96;31.14;26.68;29.32;10.84;16.26;11.78;10.57;19.03;34.03;13.34;19.48;15.14;26.53;17.98;22.4;11.92;18.81;12.06;15.29;25.15;25.25;24.32;20.36;14.99;9.09;14.17;19.41;27.8;10.95;10.16;12.73;6.66;6.61;23.7;8.91
NO2;uur;µg/m³;20211027 09:00;20211027 10:00;10.14;11.5;5.67;9.71;9.07;12.39;24.51;25.01;24.59;28.3;21.8;8.78;13.67;11.49;9.98;17.4;33.93;13.07;20.46;14.04;26.07;16.61;21.97;19.33;19.77;12.66;12.85;23.64;22.91;23.82;17.45;13.15;10.46;13.93;15.2;21.94;11.63;11.39;15.85;8.03;8.84;21.59;9.75
NO2;uur;µg/m³;20211027 10:00;20211027 11:00;6.92;8.34;4.81;10.31;6.07;12.2;24.85;14.95;20.25;24.63;19.82;7.4;10.5;12.31;9.93;19.5;27.33;13.32;15.29;14.29;24.22;17.65;24.45;16.96;20.11;12.22;12.47;26.44;23.36;21.81;19.88;14.52;11.43;12.07;16.07;20.64;11.47;10.97;15.98;9.36;9.91;21.59;11.03
NO2;uur;µg/m³;20211027 11:00;20211027 12:00;7.95;7.38;5.33;12.05;5.8;12.14;24.01;15.12;18.54;22.55;18.15;9.73;10.92;8.61;10.85;17.83;30.46;12.24;10.7;13.74;24.81;18.07;22.78;12.76;17.95;14.81;12.82;23.79;22.44;20.24;17.25;11.52;8.86;11.26;15.28;19.59;10.31;12.06;14.25;10.61;11.16;21.68;10.88
NO2;uur;µg/m³;20211027 12:00;20211027 13:00;9.49;7.52;8.89;10.35;5.27;12.14;18.16;15.14;20.35;22.14;18.23;6.55;10.08;15.1;10.8;19.15;24.1;10.65;10.94;12.36;26.03;17.7;28.4;17.11;19.86;12.8;10.82;17.08;16.79;22.57;11.71;8.49;11.99;10.17;18.21;19.55;10.58;12.6;13.43;10.82;;21.38;10.15
NO2;uur;µg/m³;20211027 13:00;20211027 14:00;8.36;5.91;7.6;11.93;5.58;10.7;13.75;13.08;17.45;27.55;19.99;6.98;8.13;5.19;9.16;19.87;18.27;9.37;12.4;13.76;23.06;24.97;22.69;16.05;20.63;8.79;9.68;15.08;20.58;19.05;10.09;7.58;12.25;9.32;18.65;16.93;9.72;11.48;13.86;9.29;;26.1;10.58
NO2;uur;µg/m³;20211027 14:00;20211027 15:00;7.77;5.63;7.14;11.55;5.27;12.63;16.35;11.85;20.42;25.29;20.81;8.1;8.5;6.56;9.08;14.59;18.15;10.27;13.71;12.93;22.15;19;21.51;17.87;20.87;4.87;8.21;21.49;19.18;19.47;12;10.99;9.82;9.74;18.26;11.78;8.76;8.07;14.29;6.87;;30.3;12.7
NO2;uur;µg/m³;20211027 15:00;20211027 16:00;8.9;5.86;8.9;14.07;6.47;16.83;20.97;12.59;26.16;28.91;18.28;8.83;9.55;8.11;8.02;13.57;20.98;12.89;15.82;7.56;19.33;16.4;21.68;15.56;16.97;7.47;9.8;22.59;22.73;23.58;12.96;12.42;9.37;10.97;18.35;8.64;8.61;4.41;13.91;6.06;11.29;25.41;12.55
NO2;uur;µg/m³;20211027 16:00;20211027 17:00;9.02;7.69;7.63;21.82;10.21;14.57;39.89;13.83;25.25;36.54;25.03;11.52;11.07;11.69;9.6;21.07;25.99;17.87;19.54;9.46;25;20.58;32.04;14.75;20;12.16;11.93;28.84;30.29;24.94;18.47;19.21;9.17;12.07;25.44;15.71;10.26;8.37;12.67;7.69;12.09;27.41;11.01
NO2;uur;µg/m³;20211027 17:00;20211027 18:00;10.14;9.15;7.28;24.28;12.58;13.5;24.08;14.95;19.2;38.4;22.59;15.91;13.33;13.81;11.77;31.43;37.67;24.44;27.96;15.39;33.42;30.57;27.91;17.09;22.1;14.57;14.68;36.45;41.83;29.02;23.35;19.56;8.83;21.68;24.14;22.65;10.82;11.95;11.18;9.15;10.4;18.53;9.4
NO2;uur;µg/m³;20211027 18:00;20211027 19:00;10.87;10.76;9.13;22.55;12.03;11.71;30.6;14.16;21;33.02;20.86;22.63;12.92;14.74;11.12;29.54;41.96;23.82;33.41;19.22;33.94;20.14;18.97;15.75;22.19;20.31;16.98;37.25;50.05;39.87;29.43;24.55;9.99;21.18;25.42;28.7;12.91;14.28;11.01;8.66;7.97;14.99;8.55
NO2;uur;µg/m³;20211027 19:00;20211027 20:00;15.6;11.69;7.6;19.32;12.98;9.69;26.04;11;18.24;30.78;22.44;33;12.15;15.12;12.39;25.91;33.88;26.4;43.19;18.98;31.3;17.85;31.74;14.48;21.01;22.42;18.69;37.48;49.89;39.44;35.79;23.8;11.93;16.83;20.58;25.16;10.01;13.67;10.19;10.72;9.27;17.24;8.76
NO2;uur;µg/m³;20211027 20:00;20211027 21:00;11.93;13.31;10.77;16.93;11.83;9.4;20.08;10.16;15.45;22.26;21.52;26.74;10.84;14.7;17.95;28.44;31.84;26.56;27.41;18.37;36.64;23;41.93;17.44;17.5;28.14;22.37;42.14;50.67;40.09;41.22;29.11;10.85;15.77;19.8;24.91;7.49;15.33;10.57;9.66;8.1;20.36;10.37
NO2;uur;µg/m³;20211027 21:00;20211027 22:00;15.26;13.51;9.02;15.37;10.26;8.64;20.05;10.22;16.9;19.95;17.3;20.77;9.9;28.75;14.71;32.36;31.95;24.75;21.91;19.69;37.85;26.93;38.4;15.51;19.57;23.03;30.67;40.13;39.91;36.34;37.7;25.33;11.81;13.25;19.32;25.01;7.94;15.13;12.95;8.01;7.06;22.14;11.96
NO2;uur;µg/m³;20211027 22:00;20211027 23:00;18.26;12.3;8.1;12.3;11.86;7.71;19.31;9.16;11.49;21.74;14.92;19.98;8.91;31.75;11.43;39.26;31.81;19.37;18.53;19.49;35.8;42.33;30.36;15.26;24.38;14.57;24.38;21.09;23.85;33.51;19.95;15.82;11.76;10.89;17.21;24.23;7.98;14.72;15.16;6.99;7.41;19.71;12.54
NO2;uur;µg/m³;20211027 23:00;20211028 00:00;17.57;11.5;6.64;8.08;8.17;8.75;20.99;9.29;10.41;20.28;14.73;20.9;8.67;19.01;9.86;40.97;24.01;15.68;16.29;21.67;34.2;34.49;29.1;21.4;28.42;11.59;19.45;16.99;21.65;23.58;18.11;16.45;9.21;9.44;16.65;24.04;7.55;12.44;18.31;6.83;8.02;17.38;15.73
NO2;uur;µg/m³;20211028 00:00;20211028 01:00;19.97;13.97;5.53;10.73;7.34;7.93;13.75;11.05;10.43;16.37;13.12;16.78;8.3;12.27;7.09;28.76;15.41;14.52;14.74;24.66;34.01;25.69;26.92;28.17;30.75;10.04;16.36;16.54;17.61;18.64;15.56;12.24;9.15;8.35;13.25;19.59;7.71;6.68;19.55;6.8;12.44;12.11;12.04
NO2;uur;µg/m³;20211028 01:00;20211028 02:00;18.27;15.88;5.51;9.43;7.14;8.63;13.28;11.86;10.77;13.86;11.4;13.75;10.36;16.88;6.36;22.66;15.18;17.72;12.25;20.67;19.96;25.43;27.56;32.66;26.27;9.21;14.82;14.63;18.38;18.5;15.22;11.5;13.13;7.91;11.74;17.18;8.7;6.81;14.32;6.59;12.04;9.65;8.84
NO2;uur;µg/m³;20211028 02:00;20211028 03:00;22.1;13.27;4.43;6.93;7.28;8.43;19.79;9.42;9.35;13.01;9.58;11.84;9.49;13.17;6.93;23.48;21.07;15.78;12.15;19.72;23.18;23.27;28.56;27.01;20.34;8.26;12.08;13.58;16.72;14.58;14.54;10.67;21.1;9.91;13.32;18.85;9.36;6.52;12.12;7.26;8.52;9.12;8.17
NO2;uur;µg/m³;20211028 03:00;20211028 04:00;18.07;17.35;4.17;14.08;7.65;7.94;16.08;9.36;9.55;14.83;9.62;9.43;9.61;12.81;9.69;25.15;19.27;16.2;10.71;17.83;22.91;22.11;26.52;21.81;19.71;8.18;10.51;12.21;14.54;14.95;12.79;12.19;28.37;12;13.74;18.91;9.89;5.73;10.96;7.56;7.56;9.53;8.1
NO2;uur;µg/m³;20211028 04:00;20211028 05:00;13.19;16.91;6.03;26.35;11.85;8.19;12.21;10.83;15.11;21.89;10.6;9.82;11.84;8.66;9.08;27.39;19.27;13.42;10.56;21.16;24.86;32.02;33.84;23.35;18.43;8.6;10.2;12.03;15.16;13.39;12.26;10.43;33.13;12.47;15.09;19.89;11.5;6.54;10.32;9.96;7.32;9.15;8.38
